,dex_id,name,spe,spd,spa,dfn,atk,hp,type_1,type_2,move_list,gen
104,105,marowak,45,80,50,110,80,60,ground,,"['mega-punch', 'fire-punch', 'thunder-punch', 'swords-dance', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'thrash', 'double-edge', 'tail-whip', 'leer', 'growl', 'flamethrower', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'focus-energy', 'bide', 'bone-club', 'fire-blast', 'skull-bash', 'bonemerang', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'icy-wind', 'detect', 'bone-rush', 'outrage', 'sandstorm', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'iron-tail', 'hidden-power', 'sunny-day', 'rock-smash', 'uproar', 'facade', 'focus-punch', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'rock-tomb', 'aerial-ace', 'iron-defense', 'natural-gift', 'fling', 'focus-blast', 'earth-power', 'giga-impact', 'rock-climb', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'smack-down', 'round', 'echoed-voice', 'incinerate', 'retaliate', 'bulldoze', 'confide', 'power-up-punch', 'brutal-swing', 'stomping-tantrum']",1.0
105,106,hitmonlee,87,110,35,53,120,50,fighting,,"['mega-punch', 'double-kick', 'mega-kick', 'jump-kick', 'rolling-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'toxic', 'meditate', 'rage', 'mimic', 'double-team', 'focus-energy', 'bide', 'metronome', 'swift', 'skull-bash', 'high-jump-kick', 'rest', 'rock-slide', 'substitute', 'thief', 'mind-reader', 'snore', 'curse', 'reversal', 'protect', 'mud-slap', 'foresight', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'facade', 'focus-punch', 'helping-hand', 'role-play', 'superpower', 'revenge', 'brick-break', 'knock-off', 'secret-power', 'blaze-kick', 'rock-tomb', 'bulk-up', 'bounce', 'covet', 'natural-gift', 'feint', 'close-combat', 'fling', 'sucker-punch', 'poison-jab', 'vacuum-wave', 'focus-blast', 'rock-climb', 'stone-edge', 'captivate', 'wide-guard', 'low-sweep', 'round', 'retaliate', 'bulldoze', 'work-up', 'confide', 'power-up-punch']",1.0
106,107,hitmonchan,76,110,35,79,105,50,fighting,,"['comet-punch', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'bide', 'metronome', 'swift', 'skull-bash', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mach-punch', 'mud-slap', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'facade', 'focus-punch', 'helping-hand', 'role-play', 'revenge', 'brick-break', 'secret-power', 'rock-tomb', 'sky-uppercut', 'bulk-up', 'covet', 'natural-gift', 'feint', 'close-combat', 'fling', 'drain-punch', 'vacuum-wave', 'focus-blast', 'bullet-punch', 'rock-climb', 'stone-edge', 'captivate', 'low-sweep', 'round', 'quick-guard', 'retaliate', 'bulldoze', 'work-up', 'confide', 'power-up-punch']",1.0
107,108,lickitung,30,75,60,75,55,90,normal,,"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'swords-dance', 'cut', 'bind', 'slam', 'stomp', 'mega-kick', 'headbutt', 'body-slam', 'wrap', 'take-down', 'thrash', 'double-edge', 'supersonic', 'disable', 'flamethrower', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'defense-curl', 'bide', 'lick', 'fire-blast', 'skull-bash', 'amnesia', 'dream-eater', 'rest', 'rock-slide', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'belly-drum', 'mud-slap', 'icy-wind', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'magnitude', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'whirlpool', 'facade', 'focus-punch', 'smelling-salts', 'brick-break', 'knock-off', 'refresh', 'secret-power', 'rock-tomb', 'muddy-water', 'shock-wave', 'water-pulse', 'hammer-arm', 'natural-gift', 'fling', 'wring-out', 'me-first', 'aqua-tail', 'giga-impact', 'zen-headbutt', 'rock-climb', 'power-whip', 'captivate', 'round', 'chip-away', 'incinerate', 'retaliate', 'bulldoze', 'dragon-tail', 'work-up', 'belch', 'confide', 'power-up-punch', 'brutal-swing']",1.0
108,109,koffing,35,45,60,95,65,40,poison,,"['tackle', 'flamethrower', 'psybeam', 'thunderbolt', 'thunder', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'smokescreen', 'haze', 'bide', 'self-destruct', 'smog', 'sludge', 'fire-blast', 'poison-gas', 'flash', 'psywave', 'explosion', 'rest', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'sludge-bomb', 'zap-cannon', 'destiny-bond', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'uproar', 'stockpile', 'spit-up', 'swallow', 'torment', 'will-o-wisp', 'memento', 'facade', 'taunt', 'grudge', 'secret-power', 'shock-wave', 'gyro-ball', 'natural-gift', 'payback', 'assurance', 'toxic-spikes', 'dark-pulse', 'captivate', 'venoshock', 'round', 'clear-smog', 'incinerate', 'belch', 'confide', 'venom-drench', 'infestation']",1.0
109,110,weezing,60,70,85,120,90,65,poison,,"['tackle', 'flamethrower', 'hyper-beam', 'thunderbolt', 'thunder', 'toxic', 'rage', 'mimic', 'double-team', 'smokescreen', 'haze', 'bide', 'self-destruct', 'smog', 'sludge', 'fire-blast', 'poison-gas', 'flash', 'explosion', 'rest', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'sludge-bomb', 'zap-cannon', 'destiny-bond', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'uproar', 'torment', 'will-o-wisp', 'memento', 'facade', 'taunt', 'secret-power', 'shock-wave', 'gyro-ball', 'natural-gift', 'payback', 'assurance', 'dark-pulse', 'giga-impact', 'captivate', 'double-hit', 'venoshock', 'round', 'clear-smog', 'incinerate', 'belch', 'confide', 'infestation']",1.0
110,111,rhyhorn,25,30,30,95,85,80,rock,ground,"['swords-dance', 'stomp', 'headbutt', 'horn-attack', 'fury-attack', 'horn-drill', 'body-slam', 'take-down', 'thrash', 'double-edge', 'tail-whip', 'leer', 'roar', 'flamethrower', 'ice-beam', 'blizzard', 'counter', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'bide', 'fire-blast', 'skull-bash', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'spite', 'protect', 'scary-face', 'mud-slap', 'zap-cannon', 'icy-wind', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'magnitude', 'megahorn', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'ancient-power', 'rock-smash', 'uproar', 'facade', 'superpower', 'endeavor', 'secret-power', 'crush-claw', 'rock-tomb', 'rock-blast', 'shock-wave', 'natural-gift', 'metal-burst', 'payback', 'rock-polish', 'poison-jab', 'aqua-tail', 'dragon-pulse', 'dragon-rush', 'earth-power', 'thunder-fang', 'ice-fang', 'fire-fang', 'rock-climb', 'stone-edge', 'captivate', 'stealth-rock', 'guard-split', 'smack-down', 'round', 'chip-away', 'incinerate', 'bulldoze', 'drill-run', 'rototiller', 'confide', 'smart-strike']",1.0
111,112,rhydon,40,45,45,120,130,105,rock,ground,"['mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch', 'swords-dance', 'cut', 'stomp', 'mega-kick', 'headbutt', 'horn-attack', 'fury-attack', 'horn-drill', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'leer', 'roar', 'flamethrower', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'bide', 'fire-blast', 'skull-bash', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'mud-slap', 'zap-cannon', 'icy-wind', 'outrage', 'sandstorm', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'megahorn', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'ancient-power', 'rock-smash', 'whirlpool', 'uproar', 'facade', 'focus-punch', 'superpower', 'brick-break', 'endeavor', 'secret-power', 'rock-tomb', 'block', 'rock-blast', 'shock-wave', 'hammer-arm', 'natural-gift', 'payback', 'fling', 'rock-polish', 'poison-jab', 'aqua-tail', 'dragon-pulse', 'focus-blast', 'earth-power', 'giga-impact', 'avalanche', 'shadow-claw', 'rock-climb', 'stone-edge', 'captivate', 'stealth-rock', 'smack-down', 'round', 'chip-away', 'incinerate', 'bulldoze', 'dragon-tail', 'drill-run', 'confide', 'power-up-punch', 'smart-strike', 'brutal-swing']",1.0
112,113,chansey,50,105,35,5,5,250,normal,,"['pound', 'double-slap', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'growl', 'sing', 'flamethrower', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'minimize', 'defense-curl', 'light-screen', 'reflect', 'bide', 'metronome', 'egg-bomb', 'fire-blast', 'skull-bash', 'soft-boiled', 'dream-eater', 'flash', 'psywave', 'rest', 'rock-slide', 'tri-attack', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'icy-wind', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'present', 'frustration', 'safeguard', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'hail', 'facade', 'focus-punch', 'helping-hand', 'recycle', 'brick-break', 'endeavor', 'skill-swap', 'refresh', 'snatch', 'secret-power', 'hyper-voice', 'aromatherapy', 'rock-tomb', 'covet', 'calm-mind', 'shock-wave', 'water-pulse', 'gravity', 'healing-wish', 'natural-gift', 'fling', 'last-resort', 'drain-punch', 'giga-impact', 'mud-bomb', 'zen-headbutt', 'rock-climb', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'round', 'echoed-voice', 'heal-pulse', 'incinerate', 'retaliate', 'bestow', 'bulldoze', 'work-up', 'wild-charge', 'confide', 'dazzling-gleam', 'power-up-punch']",1.0
113,114,tangela,60,40,100,115,55,65,grass,,"['swords-dance', 'cut', 'bind', 'slam', 'vine-whip', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'hyper-beam', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'toxic', 'confusion', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'skull-bash', 'constrict', 'amnesia', 'flash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'sludge-bomb', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'sweet-scent', 'synthesis', 'hidden-power', 'sunny-day', 'psych-up', 'ancient-power', 'rock-smash', 'facade', 'nature-power', 'ingrain', 'knock-off', 'endeavor', 'secret-power', 'tickle', 'bullet-seed', 'shock-wave', 'wake-up-slap', 'natural-gift', 'wring-out', 'power-swap', 'worry-seed', 'seed-bomb', 'energy-ball', 'giga-impact', 'leaf-storm', 'power-whip', 'captivate', 'grass-knot', 'rage-powder', 'round', 'grassy-terrain', 'confide', 'infestation']",1.0
114,115,kangaskhan,90,80,40,80,95,105,normal,,"['comet-punch', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'cut', 'stomp', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'leer', 'bite', 'roar', 'disable', 'flamethrower', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'focus-energy', 'bide', 'fire-blast', 'skull-bash', 'dizzy-punch', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'spite', 'protect', 'mud-slap', 'zap-cannon', 'foresight', 'icy-wind', 'outrage', 'sandstorm', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'whirlpool', 'fake-out', 'uproar', 'hail', 'facade', 'focus-punch', 'helping-hand', 'brick-break', 'endeavor', 'secret-power', 'crush-claw', 'rock-tomb', 'aerial-ace', 'covet', 'shock-wave', 'water-pulse', 'hammer-arm', 'natural-gift', 'fling', 'trump-card', 'sucker-punch', 'aqua-tail', 'drain-punch', 'focus-blast', 'giga-impact', 'avalanche', 'shadow-claw', 'rock-climb', 'captivate', 'double-hit', 'round', 'chip-away', 'circle-throw', 'incinerate', 'retaliate', 'bulldoze', 'work-up', 'confide', 'power-up-punch']",1.0
115,116,horsea,60,25,70,70,40,30,water,,"['razor-wind', 'headbutt', 'take-down', 'double-edge', 'leer', 'disable', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'dragon-rage', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'smokescreen', 'focus-energy', 'bide', 'waterfall', 'swift', 'skull-bash', 'bubble', 'splash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'protect', 'octazooka', 'icy-wind', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'hidden-power', 'twister', 'rain-dance', 'whirlpool', 'hail', 'facade', 'secret-power', 'dive', 'signal-beam', 'muddy-water', 'bounce', 'dragon-dance', 'water-pulse', 'brine', 'natural-gift', 'dragon-pulse', 'flash-cannon', 'captivate', 'round', 'clear-smog', 'scald', 'confide']",1.0
116,117,seadra,85,45,95,95,65,55,water,,"['headbutt', 'take-down', 'double-edge', 'leer', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'smokescreen', 'focus-energy', 'bide', 'waterfall', 'swift', 'skull-bash', 'bubble', 'rest', 'substitute', 'snore', 'curse', 'protect', 'icy-wind', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'hidden-power', 'twister', 'rain-dance', 'whirlpool', 'hail', 'facade', 'secret-power', 'dive', 'signal-beam', 'bounce', 'dragon-dance', 'water-pulse', 'brine', 'natural-gift', 'dragon-pulse', 'giga-impact', 'flash-cannon', 'captivate', 'round', 'scald', 'confide']",1.0
117,118,goldeen,63,50,35,60,67,45,water,,"['horn-attack', 'fury-attack', 'horn-drill', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'supersonic', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'peck', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'haze', 'bide', 'waterfall', 'swift', 'skull-bash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'megahorn', 'hidden-power', 'rain-dance', 'whirlpool', 'hail', 'facade', 'knock-off', 'secret-power', 'dive', 'mud-sport', 'signal-beam', 'bounce', 'mud-shot', 'water-sport', 'water-pulse', 'natural-gift', 'aqua-ring', 'poison-jab', 'aqua-tail', 'captivate', 'soak', 'round', 'scald', 'drill-run', 'confide', 'smart-strike']",1.0
118,119,seaking,68,80,65,65,92,80,water,,"['horn-attack', 'fury-attack', 'horn-drill', 'take-down', 'double-edge', 'tail-whip', 'supersonic', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'peck', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'bide', 'waterfall', 'swift', 'skull-bash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'megahorn', 'hidden-power', 'rain-dance', 'whirlpool', 'hail', 'facade', 'knock-off', 'secret-power', 'dive', 'signal-beam', 'bounce', 'water-sport', 'water-pulse', 'natural-gift', 'aqua-ring', 'poison-jab', 'aqua-tail', 'giga-impact', 'captivate', 'soak', 'round', 'scald', 'drill-run', 'confide', 'smart-strike']",1.0
119,120,staryu,85,55,70,55,45,30,water,,"['tackle', 'take-down', 'double-edge', 'supersonic', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'recover', 'harden', 'minimize', 'confuse-ray', 'barrier', 'light-screen', 'reflect', 'bide', 'waterfall', 'swift', 'skull-bash', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'snore', 'curse', 'protect', 'zap-cannon', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'rapid-spin', 'hidden-power', 'twister', 'rain-dance', 'psych-up', 'whirlpool', 'hail', 'facade', 'magic-coat', 'recycle', 'secret-power', 'dive', 'camouflage', 'cosmic-power', 'signal-beam', 'water-pulse', 'gravity', 'gyro-ball', 'brine', 'natural-gift', 'power-gem', 'flash-cannon', 'round', 'scald', 'reflect-type', 'confide', 'dazzling-gleam']",1.0
120,121,starmie,115,85,100,85,75,60,psychic,water,"['tackle', 'take-down', 'double-edge', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'recover', 'harden', 'confuse-ray', 'light-screen', 'reflect', 'bide', 'waterfall', 'swift', 'skull-bash', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'zap-cannon', 'icy-wind', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'rapid-spin', 'hidden-power', 'twister', 'rain-dance', 'psych-up', 'whirlpool', 'hail', 'facade', 'trick', 'magic-coat', 'recycle', 'skill-swap', 'secret-power', 'dive', 'signal-beam', 'water-pulse', 'gravity', 'gyro-ball', 'brine', 'natural-gift', 'giga-impact', 'avalanche', 'flash-cannon', 'trick-room', 'grass-knot', 'wonder-room', 'psyshock', 'telekinesis', 'round', 'scald', 'confide', 'dazzling-gleam', 'spotlight']",1.0
121,122,mr-mime,90,120,100,65,45,40,fairy,psychic,"['pound', 'double-slap', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'psybeam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'confusion', 'psychic', 'hypnosis', 'meditate', 'rage', 'teleport', 'mimic', 'double-team', 'confuse-ray', 'barrier', 'light-screen', 'reflect', 'bide', 'metronome', 'skull-bash', 'dream-eater', 'flash', 'psywave', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'baton-pass', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'fake-out', 'torment', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'skill-swap', 'snatch', 'secret-power', 'teeter-dance', 'signal-beam', 'aerial-ace', 'iron-defense', 'covet', 'magical-leaf', 'calm-mind', 'shock-wave', 'wake-up-slap', 'natural-gift', 'payback', 'fling', 'copycat', 'power-swap', 'guard-swap', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'charge-beam', 'wide-guard', 'power-split', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'foul-play', 'round', 'quick-guard', 'misty-terrain', 'confide', 'dazzling-gleam', 'infestation', 'power-up-punch', 'psychic-terrain']",1.0
